original,normalized
https://theenergy.co/article/airtrunk-stands-ready-to-flex-and-invest-in-grid,https://theenergy.co/article/airtrunk-stands-ready-to-flex-and-invest-in-grid
https://theenergy.co/article/we-can-build-renewable-energy-without-leaving-nature-behind,https://theenergy.co/article/we-can-build-renewable-energy-without-leaving-nature-behind
https://theenergy.co/article/network-revenue-vic,https://theenergy.co/article/network-revenue-vic
https://theenergy.co/article/green-iron-takeoff-failure,https://theenergy.co/article/green-iron-takeoff-failure
https://theenergy.co/article/batteries-continue-to-muscle-out-coal-and-gas,https://theenergy.co/article/batteries-continue-to-muscle-out-coal-and-gas
https://theenergy.co/article/offshore-wind-industry-puts-vicgrid-on-notice,https://theenergy.co/article/offshore-wind-industry-puts-vicgrid-on-notice
https://theenergy.co/article/network-costs-to-bump-default-offers,https://theenergy.co/article/network-costs-to-bump-default-offers
https://theenergy.co/article/how-to-deliver-climate-policy-that-lasts,https://theenergy.co/article/how-to-deliver-climate-policy-that-lasts
https://theenergy.co/article/origin-sees-hit-to-lng-revenue,https://theenergy.co/article/origin-sees-hit-to-lng-revenue
https://theenergy.co/article/firming-the-grid-how-to-step-on-the-gas,https://theenergy.co/article/firming-the-grid-how-to-step-on-the-gas
https://www.exportfinance.gov.au/newsroom/government-of-japan-awards-order-of-the-rising-sun-medal-to-efa-chair-debra-hazelton/,https://www.exportfinance.gov.au/newsroom/government-of-japan-awards-order-of-the-rising-sun-medal-to-efa-chair-debra-hazelton/
https://www.exportfinance.gov.au/newsroom/additional-jet-fuel-and-additional-diesel-secured/,https://www.exportfinance.gov.au/newsroom/additional-jet-fuel-and-additional-diesel-secured/
https://cer.gov.au/news-and-media/news/2026/may/register-solar-water-heaters-version-57-now-available,https://cer.gov.au/news-and-media/news/2026/may/register-solar-water-heaters-version-57-now-available
https://cer.gov.au/news-and-media/news/2026/april/first-certificates-approved-renewable-electricity-guarantee-origin,https://cer.gov.au/news-and-media/news/2026/april/first-certificates-approved-renewable-electricity-guarantee-origin
https://esgnews.com/fca-launches-esg-ratings-pilot-to-shape-uk-reporting-rules-ahead-of-regulation/,https://esgnews.com/fca-launches-esg-ratings-pilot-to-shape-uk-reporting-rules-ahead-of-regulation/
https://esgnews.com/air-china-details-climate-strategy-and-governance-framework-in-2025-esg-report/,https://esgnews.com/air-china-details-climate-strategy-and-governance-framework-in-2025-esg-report/
https://www.infrastructure.gov.au/department/media/news/big-bang-modern-telecommunications-dr-karl-explains-history-electromagnetic-energy-eme,https://www.infrastructure.gov.au/department/media/news/big-bang-modern-telecommunications-dr-karl-explains-history-electromagnetic-energy-eme
https://www.premier.vic.gov.au/backing-emergency-call-takers-keep-victorians-safepdf,https://www.premier.vic.gov.au/backing-emergency-call-takers-keep-victorians-safepdf
https://www.premier.vic.gov.au/more-affordable-fertility-care-victorians,https://www.premier.vic.gov.au/more-affordable-fertility-care-victorians
https://www.premier.vic.gov.au/monitors-be-appointed-wyndham-city-council,https://www.premier.vic.gov.au/monitors-be-appointed-wyndham-city-council
https://www.premier.vic.gov.au/statement-bondi-royal-commission-interim-report,https://www.premier.vic.gov.au/statement-bondi-royal-commission-interim-report
https://www.premier.vic.gov.au/10-million-more-fish,https://www.premier.vic.gov.au/10-million-more-fish
https://www.premier.vic.gov.au/labor-invests-our-childrens-future,https://www.premier.vic.gov.au/labor-invests-our-childrens-future
https://www.premier.vic.gov.au/backing-bendigos-livestock-industry,https://www.premier.vic.gov.au/backing-bendigos-livestock-industry
https://www.premier.vic.gov.au/stronger-laws-against-emergency-worker-attacks,https://www.premier.vic.gov.au/stronger-laws-against-emergency-worker-attacks
https://www.premier.vic.gov.au/labor-building-and-opening-new-hospitals,https://www.premier.vic.gov.au/labor-building-and-opening-new-hospitals
https://www.aemo.com.au/newsroom/media-release/renewables-lift-supply-share-as-batteries-re-shape-energy-markets,https://www.aemo.com.au/newsroom/media-release/renewables-lift-supply-share-as-batteries-re-shape-energy-markets
https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/hawkesdale-farmers-guilty-of-cattle-and-sheep-neglect,https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/hawkesdale-farmers-guilty-of-cattle-and-sheep-neglect
https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/make-on-farm-upgrades-this-autumn-with-a-drought-grant,https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/make-on-farm-upgrades-this-autumn-with-a-drought-grant
https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/one-on-one-support-for-drought-affected-producers,https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/one-on-one-support-for-drought-affected-producers
https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/case-study-suspect-lesser-loosestrife-toxicity,https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/case-study-suspect-lesser-loosestrife-toxicity
https://minister.dcceew.gov.au/bowen/media-releases/joint-media-release-australia-rok-joint-statement-energy-security,https://minister.dcceew.gov.au/bowen/media-releases/joint-media-release-australia-rok-joint-statement-energy-security
https://minister.dcceew.gov.au/bowen/media-releases/joint-media-release-cheaper-home-batteries-are-powering-suburbs-rural-and-regional-australia,https://minister.dcceew.gov.au/bowen/media-releases/joint-media-release-cheaper-home-batteries-are-powering-suburbs-rural-and-regional-australia
https://minister.dcceew.gov.au/bowen/media-releases/australias-energy-transition-gathers-pace,https://minister.dcceew.gov.au/bowen/media-releases/australias-energy-transition-gathers-pace
https://www.epa.wa.gov.au/media-statements/proposed-south-west-quarry%E2%80%99s-environmental-impacts-unacceptable,https://www.epa.wa.gov.au/media-statements/proposed-south-west-quarry%E2%80%99s-environmental-impacts-unacceptable
"https://www.premier.tas.gov.au/latest-news/2026/may/tasmania-strengthens-trade,-investment-and-energy-partnerships-in-singapore-and-indonesia","https://www.premier.tas.gov.au/latest-news/2026/may/tasmania-strengthens-trade,-investment-and-energy-partnerships-in-singapore-and-indonesia"
https://www.premier.tas.gov.au/latest-news/2026/may/strong-business-confidence-and-conditions-paves-way-for-huge-deal,https://www.premier.tas.gov.au/latest-news/2026/may/strong-business-confidence-and-conditions-paves-way-for-huge-deal
https://www.premier.tas.gov.au/latest-news/2026/may/communities-unite-to-end-family-violence-in-tasmania,https://www.premier.tas.gov.au/latest-news/2026/may/communities-unite-to-end-family-violence-in-tasmania
https://www.premier.tas.gov.au/latest-news/2026/april/damning-report-on-ncc-building-red-tape,https://www.premier.tas.gov.au/latest-news/2026/april/damning-report-on-ncc-building-red-tape
https://www.premier.tas.gov.au/latest-news/2026/april/new-trail-running-festival-to-launch-on-tasmanias-west-coast,https://www.premier.tas.gov.au/latest-news/2026/april/new-trail-running-festival-to-launch-on-tasmanias-west-coast
https://www.premier.tas.gov.au/latest-news/2026/april/more-life-saving-community-aeds-rolling-out,https://www.premier.tas.gov.au/latest-news/2026/april/more-life-saving-community-aeds-rolling-out
https://www.premier.tas.gov.au/latest-news/2026/april/free-training-to-support-early-childhood-educators-to-become-lifting-literacy-champions,https://www.premier.tas.gov.au/latest-news/2026/april/free-training-to-support-early-childhood-educators-to-become-lifting-literacy-champions
https://www.premier.tas.gov.au/latest-news/2026/april/helping-set-new-teachers-up-for-success,https://www.premier.tas.gov.au/latest-news/2026/april/helping-set-new-teachers-up-for-success
"https://www.premier.tas.gov.au/latest-news/2026/april/teachers-secure-fair,-affordable-wage-agreement","https://www.premier.tas.gov.au/latest-news/2026/april/teachers-secure-fair,-affordable-wage-agreement"
https://www.premier.tas.gov.au/latest-news/2026/april/honouring-workers-and-renewing-our-commitment-to-safety,https://www.premier.tas.gov.au/latest-news/2026/april/honouring-workers-and-renewing-our-commitment-to-safety
https://www.premier.tas.gov.au/latest-news/2026/april/works-underway-on-kings-meadows-community-health-centre-redevelopment,https://www.premier.tas.gov.au/latest-news/2026/april/works-underway-on-kings-meadows-community-health-centre-redevelopment
https://www.ipcn.nsw.gov.au/news/marrickvilles-maronite-sisters-seniors-housing-approved-subject-conditions,https://www.ipcn.nsw.gov.au/news/marrickvilles-maronite-sisters-seniors-housing-approved-subject-conditions
https://press.un.org/en/2026/sgsm23112.doc.htm,https://press.un.org/en/2026/sgsm23112.doc.htm
https://press.un.org/en/2026/sgsm23111.doc.htm,https://press.un.org/en/2026/sgsm23111.doc.htm
https://press.un.org/en/2026/sga2414.doc.htm,https://press.un.org/en/2026/sga2414.doc.htm
https://press.un.org/en/2026/sga2411.doc.htm,https://press.un.org/en/2026/sga2411.doc.htm
https://press.un.org/en/2026/sga2410.doc.htm,https://press.un.org/en/2026/sga2410.doc.htm
https://press.un.org/en/2026/sga2413.doc.htm,https://press.un.org/en/2026/sga2413.doc.htm
https://press.un.org/en/2026/sga2412.doc.htm,https://press.un.org/en/2026/sga2412.doc.htm
https://press.un.org/en/2026/sga2409.doc.htm,https://press.un.org/en/2026/sga2409.doc.htm
https://press.un.org/en/2026/sgsm23110.doc.htm,https://press.un.org/en/2026/sgsm23110.doc.htm
https://press.un.org/en/2026/sgsm23109.doc.htm,https://press.un.org/en/2026/sgsm23109.doc.htm
https://www.environment.nsw.gov.au/news/whales-are-move-2026-migration-season-starts-nsw,https://www.environment.nsw.gov.au/news/whales-are-move-2026-migration-season-starts-nsw
https://www.environment.nsw.gov.au/news/era-point-whale-carcass-removed,https://www.environment.nsw.gov.au/news/era-point-whale-carcass-removed
https://www.environment.nsw.gov.au/news/hazard-reduction-burn-royal-national-park,https://www.environment.nsw.gov.au/news/hazard-reduction-burn-royal-national-park
https://www.environment.nsw.gov.au/news/hazard-reduction-burn-tomaree-national-park-1-may,https://www.environment.nsw.gov.au/news/hazard-reduction-burn-tomaree-national-park-1-may
https://www.environment.nsw.gov.au/news/hazard-reduction-burns-kosciuszko-national-park,https://www.environment.nsw.gov.au/news/hazard-reduction-burns-kosciuszko-national-park
https://www.environment.nsw.gov.au/news/man-sentenced-illegal-import-protected-native-reptiles,https://www.environment.nsw.gov.au/news/man-sentenced-illegal-import-protected-native-reptiles
https://www.environment.nsw.gov.au/news/threatened-native-fish-thriving-after-reintroduction-bingera-creek,https://www.environment.nsw.gov.au/news/threatened-native-fish-thriving-after-reintroduction-bingera-creek
https://www.environment.nsw.gov.au/news/hazard-reduction-burn-morton-national-park,https://www.environment.nsw.gov.au/news/hazard-reduction-burn-morton-national-park
https://www.environment.nsw.gov.au/news/central-coast-hazard-reduction-burn-jilliby-state-conservation-area-dooralong-ravensdale,https://www.environment.nsw.gov.au/news/central-coast-hazard-reduction-burn-jilliby-state-conservation-area-dooralong-ravensdale
https://www.esc.vic.gov.au/media-centre/liquidator-appointed-victorian-energy-upgrades-accredited-business-glower,https://www.esc.vic.gov.au/media-centre/liquidator-appointed-victorian-energy-upgrades-accredited-business-glower
https://sciencebasedtargets.org/news/the-sbti-updates-the-absolute-contraction-approach-to-improve-consistency-and-implementation-while-maintaining-net-zero-ambition,https://sciencebasedtargets.org/news/the-sbti-updates-the-absolute-contraction-approach-to-improve-consistency-and-implementation-while-maintaining-net-zero-ambition
https://environment.ec.europa.eu/news/commission-holds-high-level-talks-circular-economy-act-2026-04-30_en,https://environment.ec.europa.eu/news/commission-holds-high-level-talks-circular-economy-act-2026-04-30_en
https://environment.ec.europa.eu/news/commission-proposes-change-waste-shipment-rules-2026-04-29_en,https://environment.ec.europa.eu/news/commission-proposes-change-waste-shipment-rules-2026-04-29_en
https://environment.ec.europa.eu/news/commission-seeks-views-battery-removability-exemptions-2026-04-28_en,https://environment.ec.europa.eu/news/commission-seeks-views-battery-removability-exemptions-2026-04-28_en
https://bigbuild.vic.gov.au/news/north-east-link/update-on-aj-burkitt-reserve,https://bigbuild.vic.gov.au/news/north-east-link/update-on-aj-burkitt-reserve
https://bigbuild.vic.gov.au/news/level-crossing-removal-project/werribee-line-services-resume-after-newport-works-blitz,https://bigbuild.vic.gov.au/news/level-crossing-removal-project/werribee-line-services-resume-after-newport-works-blitz
https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/european-reuse-barometer-provide-data-and-support-reuse-and-refill,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/european-reuse-barometer-provide-data-and-support-reuse-and-refill
https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/global-gateway-survey-looking-input-circular-economy-markets-latin-america-and-caribbean,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/global-gateway-survey-looking-input-circular-economy-markets-latin-america-and-caribbean
https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/ecesp-annual-conference-recordings-now-available,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/ecesp-annual-conference-recordings-now-available
https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/photos-ecesp-annual-conference,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/photos-ecesp-annual-conference
https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/meetingpack-2026-what-was-discussed,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/meetingpack-2026-what-was-discussed
https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/call-project-proposals-scale-europes-circular-bio-based-industries,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/call-project-proposals-scale-europes-circular-bio-based-industries
https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/eea-briefing-just-transition-circular-economy,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/eea-briefing-just-transition-circular-economy
https://www.nsw.gov.au/ministerial-releases/long-jetty-visits-reach-25k,https://www.nsw.gov.au/ministerial-releases/long-jetty-visits-reach-25k
https://www.nsw.gov.au/ministerial-releases/career-development-northern-beaches-hospital,https://www.nsw.gov.au/ministerial-releases/career-development-northern-beaches-hospital
https://www.nsw.gov.au/ministerial-releases/northern-beaches-hospital-allied-health-staff-to-benefit-from-expanded-opportunities-nsw-public-health-system,https://www.nsw.gov.au/ministerial-releases/northern-beaches-hospital-allied-health-staff-to-benefit-from-expanded-opportunities-nsw-public-health-system
https://www.nsw.gov.au/ministerial-releases/rebuilding-our-force,https://www.nsw.gov.au/ministerial-releases/rebuilding-our-force
https://www.nsw.gov.au/ministerial-releases/new-rouse-hill-hospital-moves-from-planning-to-delivery,https://www.nsw.gov.au/ministerial-releases/new-rouse-hill-hospital-moves-from-planning-to-delivery
https://www.nsw.gov.au/departments-and-agencies/dciths/ministerial-media-releases/powerhouse-parramatta-completed,https://www.nsw.gov.au/departments-and-agencies/dciths/ministerial-media-releases/powerhouse-parramatta-completed
https://www.nsw.gov.au/ministerial-releases/new-small-business-commissioner-appointed-for-nsw,https://www.nsw.gov.au/ministerial-releases/new-small-business-commissioner-appointed-for-nsw
https://www.nsw.gov.au/ministerial-releases/future-western-sydney-summit-2026,https://www.nsw.gov.au/ministerial-releases/future-western-sydney-summit-2026
https://www.nsw.gov.au/ministerial-releases/new-flood-rescue-vehicles,https://www.nsw.gov.au/ministerial-releases/new-flood-rescue-vehicles
https://www.nsw.gov.au/ministerial-releases/new%c2%a0warringah-freeway%c2%a0bus-lane%c2%a0gives-buses-an-un-interrupted-run-to-cbd%c2%a0as%c2%a0upgrade-nears-completion,https://www.nsw.gov.au/ministerial-releases/new%c2%a0warringah-freeway%c2%a0bus-lane%c2%a0gives-buses-an-un-interrupted-run-to-cbd%c2%a0as%c2%a0upgrade-nears-completion
https://www.trademinister.gov.au/minister/don-farrell/media-release/additional-jet-fuel-and-additional-diesel-secured,https://www.trademinister.gov.au/minister/don-farrell/media-release/additional-jet-fuel-and-additional-diesel-secured
https://www.trademinister.gov.au/minister/don-farrell/media-release/communique-tourism-ministers-meeting-3,https://www.trademinister.gov.au/minister/don-farrell/media-release/communique-tourism-ministers-meeting-3
https://climate.copernicus.eu/ten-charts-discover-european-state-climate-2025-report,https://climate.copernicus.eu/ten-charts-discover-european-state-climate-2025-report
https://ministers.treasury.gov.au/ministers/daniel-mulino-2025/media-releases/consultation-news-bargaining-incentive-now-open,https://ministers.treasury.gov.au/ministers/daniel-mulino-2025/media-releases/consultation-news-bargaining-incentive-now-open
https://ministers.treasury.gov.au/ministers/jim-chalmers-2022/media-releases/productivity-package-turbocharge-construction-and,https://ministers.treasury.gov.au/ministers/jim-chalmers-2022/media-releases/productivity-package-turbocharge-construction-and
https://ministers.treasury.gov.au/ministers/jim-chalmers-2022/media-releases/new-inflation-figures-2,https://ministers.treasury.gov.au/ministers/jim-chalmers-2022/media-releases/new-inflation-figures-2
https://blueeconomycrc.com.au/webinar-offshore-wind-australia/,https://blueeconomycrc.com.au/webinar-offshore-wind-australia/
