url,guessed_selector
https://www.eventbrite.com.au/e/rethink-waste-in-the-kitchen-at-burnie-library-tickets-1981059079034?aff=ebdssbdestsearch,main:nth-of-type(1)
https://www.unaansw.org.au/donate,main:nth-of-type(1)
http://hub.wri.org/building-local-capacity-clean-energy-siting-whats-working-and-why?returnTo=https%3A%2F%2Fwww.wri.org%2Fevents,main:nth-of-type(1)
https://hub.wri.org/cbam-green-procurement-and-importance-product-level-emissions-standards-industrial-decarbonization?returnTo=https%3A%2F%2Fwww.wri.org%2Fevents,main:nth-of-type(1)
https://forefrontevents.co/event/governance-risk-compliance-summit-vic-2026/,section:nth-of-type(1)
https://www.brighttalk.com/webcast/2163/663655?size=10&rank=-webcast_relevance&duration=0..&contentType=webcast&q=esg,main:nth-of-type(1)
https://www.erm.com/about/events/fowt-2026-montpellier/,div:nth-of-type(2)
https://www.governanceinstitute.com.au/events/e09959-international-womens-day-breakfast-darwin-2026/,main:nth-of-type(1)
https://www.governanceinstitute.com.au/events/e10097-webinar-healthcare-governance-that-grows-with-you-thriving-through-regulatory-change/,main:nth-of-type(1)
https://www.governanceinstitute.com.au/events/e09930-womens-day-breakfast-tas-hobart/,main:nth-of-type(1)
https://www.governanceinstitute.com.au/events/e10250-gold-coast-members-friends-coffee-catch-up/,main:nth-of-type(1)
https://www.aicd.com.au/events/all-events/qld/EVNT-001068.html,main:nth-of-type(1)
https://www.aicd.com.au/events/all-events/nsw/EVNT-001079.html,main:nth-of-type(1)
https://www.aicd.com.au/events/all-events/qld/EVNT-001063.html,main:nth-of-type(1)
https://www.iisd.org/events/trade-and-sustainability-hub-2026,main:nth-of-type(1)
https://www.eventbrite.com.au/e/creating-lasting-spiritual-change-tickets-1981320477885?aff=ebdssbdestsearch,main:nth-of-type(1)
